env,condition,intervention,setting,seed,final_train_return,final_test_return,final_train_success,final_test_success,gap,success_gap,sample_efficiency_auc
world2_keydoor,reg,dropout,0.1,2,0.6698437929153442,-0.6209994554519653,0.890625,0.23999999463558197,1.2908432483673096,0.6506249904632568,0.2120000272989273
world2_keydoor,reg,dropout,0.1,3,0.8240625858306885,-0.7003994584083557,0.96875,0.20000000298023224,1.5244619846343994,0.768750011920929,0.23266667127609253
world2_keydoor,reg,dropout,0.1,4,0.8557812571525574,-0.6001995205879211,0.984375,0.25,1.4559807777404785,0.734375,0.24933333694934845
world2_keydoor,reg,dropout,0.1,5,0.7962499856948853,-0.7391994595527649,0.953125,0.18000000715255737,1.535449504852295,0.7731249928474426,0.19933335483074188
world2_keydoor,reg,dropout,0.1,6,0.8564062118530273,-0.799099326133728,0.984375,0.15000000596046448,1.6555055379867554,0.8343750238418579,0.18200001120567322
world2_keydoor,reg,dropout,0.1,7,0.8232812881469727,-0.7180994153022766,0.96875,0.1899999976158142,1.5413806438446045,0.7787500023841858,0.2133333534002304
world2_keydoor,width,width,x2,0,0.8567187786102295,-0.5412995219230652,0.984375,0.2800000011920929,1.3980183601379395,0.7043750286102295,0.25066664814949036
world2_keydoor,width,width,x2,1,0.8565624952316284,-0.5777994990348816,0.984375,0.25999999046325684,1.4343619346618652,0.7243750095367432,0.20533333718776703
world2_keydoor,width,width,x2,2,0.8256250619888306,-0.9797993302345276,0.96875,0.05999999865889549,1.805424451828003,0.9087499976158142,0.052666667848825455
world2_keydoor,width,width,x2,3,0.8556250333786011,-0.8399993777275085,0.984375,0.12999999523162842,1.6956243515014648,0.8543750047683716,0.08666666597127914
world2_keydoor,width,width,x2,4,0.8862500190734863,-0.5398995280265808,1.0,0.2800000011920929,1.426149606704712,0.7200000286102295,0.21799997985363007
world2_keydoor,width,width,x2,5,0.8559374809265137,-0.7984994649887085,0.984375,0.15000000596046448,1.6544369459152222,0.8343750238418579,0.0833333358168602
world2_keydoor,width,width,x2,6,0.8865624666213989,-0.7211995124816895,1.0,0.1899999976158142,1.6077619791030884,0.8100000023841858,0.12266667932271957
world2_keydoor,width,width,x2,7,0.8868750333786011,-0.5971994996070862,1.0,0.25,1.484074592590332,0.75,0.2006666660308838
